Family,Genus,CommonName,Species,Species (ITIS),Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Refs1,Refs2
Hylobatidae,Hylobates,Pileated_Gibbon,Hylobates_pileatus,Hylobates_pileatus,1,0,0,0,0,0,0,227,NA
Indriidae,Indri,Indri,Indri_indri,Indri_indri,1,0,0,0,0,0,0,227,NA
Atelidae,Lagothrix,Gray_Woolly_Monkey,Lagothrix_cana,NA,1,1,0,0,0,0,0,227,NA
Atelidae,Lagothrix,Peruvian_Yellow_tailed_Woolly_Monkey,Lagothrix_flavicauda,Lagothrix_flavicauda,1,0,0,0,0,0,0,227,NA
Atelidae,Lagothrix,Humboldt_s_Woolly_Monkey,Lagothrix_lagothricha,Lagothrix_lagothricha,1,1,0,0,0,0,0,227,NA
Atelidae,Lagotrix,Colombian_Woolly_Monkey,Lagotrix_lugens,NA,0,0,0,0,0,0,0,NA,NA
Atelidae,Lagothrix,Poeppig_s_Woolly_Monkey,Lagothrix_poeppigii,NA,1,0,0,0,0,0,0,227,NA
Lemuridae,Lemur,Ring_tailed_Lemur,Lemur_catta,Lemur_catta,1,0,1,0,0,0,0,227,NA
Callitrichidae,Leontocebus,Cruz_Lima’s_Saddle_back_Tamarin,Leontocebus_cruzlimai,Leontocebus_cruzlimai,0,0,0,0,0,0,0,NA,NA
Callitrichidae,Leontocebus,Spix_s_Saddle_back_Tamarin,Leontocebus_fuscicollis,Leontocebus_fuscicollis,1,0,0,0,1,0,0,1101,NA
Callitrichidae,Leontocebus,Lesson_s_Saddle_back_Tamarin,Leontocebus_fuscus,Leontocebus_fuscus,1,0,0,0,0,0,0,1158,NA
Callitrichidae,Leontocebus,Illiger_s_Saddle_back_Tamarin,Leontocebus_illigeri,Leontocebus_illigeri,1,0,0,0,0,0,0,1102,NA
Callitrichidae,Leontocebus,Red_mantled_Saddle_back_Tamarin,Leontocebus_lagonotus,Leontocebus_lagonotus,1,0,0,0,0,0,0,1158,NA
Callitrichidae,Leontocebus,Andean_Saddle_back_Tamarin,Leontocebus_leucogenys,Leontocebus_leucogenys,1,0,0,0,0,0,0,716,NA
Callitrichidae,Leontocebus,Black_mantled_tamarin,Leontocebus_nigricollis,Leontocebus_nigricollis,1,0,0,0,1,0,0,1102,NA
Callitrichidae,Leontocebus,Geoffroy_s_Saddle_back_Tamarin,Leontocebus_nigrifrons,Leontocebus_nigrifrons,1,0,0,0,0,0,0,1101,NA
Callitrichidae,Leontocebus,Golden_mantled_Saddle_back_Tamarin,Leontocebus_tripartitus,Leontocebus_tripartitus,1,0,0,0,1,0,0,1158,NA
Callitrichidae,Leontocebus,Weddell’s_Saddle_back_Tamarin,Leontocebus_weddelli,Leontocebus_weddelli,1,0,0,0,0,0,0,1103,NA
Callitrichidae,Leontopithecus,Black_faced_Lion_Tamarin,Leontopithecus_caissara,Leontopithecus_caissara,1,0,0,0,0,0,0,227,NA
Callitrichidae,Leontopithecus,Golden_headed_Lion_Tamarin,Leontopithecus_chrysomelas,Leontopithecus_chrysomelas,1,0,0,0,0,0,0,227,NA
Callitrichidae,Leontopithecus,Black_Lion_Tamarin,Leontopithecus_chrysopygus,Leontopithecus_chrysopygus,1,0,0,0,0,0,0,227,NA
Callitrichidae,Leontopithecus,Golden_Lion_Tamarin,Leontopithecus_rosalia,Leontopithecus_rosalia,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Antafia_Sportive_Lemur,Lepilemur_aeeclis,Lepilemur_aeeclis,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Tsiombikibo_Sportive_Lemur,Lepilemur_ahmansonorum,Lepilemur_ahmansonorum,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Ankarana_Sportive_Lemur,Lepilemur_ankaranensis,Lepilemur_ankaranensis,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Betsileo_Sportive_Lemur,Lepilemur_betsileo,Lepilemur_betsileo,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Gray_s_Sportive_Lemur,Lepilemur_dorsalis,Lepilemur_dorsalis,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Milne_Edwards_s_Sportive_Lemur,Lepilemur_edwardsi,Lepilemur_edwardsi,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Andohahela_Sportive_Lemur,Lepilemur_fleuretae,Lepilemur_fleuretae,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Anjiamangirana_Sportive_Lemur,Lepilemur_grewcockorum,Lepilemur_grewcockorum,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Mananara_Nord_Sportive_Lemur,Lepilemur_hollandorum,Lepilemur_hollandorum,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Zombitse_Sportive_Lemur,Lepilemur_hubbardi,Lepilemur_hubbardi,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Manombo_Sportive_Lemur,Lepilemur_jamesorum,Lepilemur_jamesorum,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,White_footed_Sportive_Lemur,Lepilemur_leucopus,Lepilemur_leucopus,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Small_toothed_Sportive_Lemur,Lepilemur_microdon,Lepilemur_microdon,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Daraina_Sportive_Lemur,Lepilemur_milanoii,Lepilemur_milanoii,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Mittermeier_s_Sportive_Lemur,Lepilemur_mittermeieri,Lepilemur_mittermeieri,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Weasel_Sportive_Lemur,Lepilemur_mustelinus,Lepilemur_mustelinus,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Ambodimahabibo_Sportive_Lemur,Lepilemur_otto,Lepilemur_otto,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Petter_s_Sportive_Lemur,Lepilemur_petteri,Lepilemur_petteri,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Bemaraha_Sportive_Lemur,Lepilemur_randrianasoloi,Lepilemur_randrianasoloi,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Red_tailed_Sportive_Lemur,Lepilemur_ruficaudatus,Lepilemur_ruficaudatus,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Sahamalaza_Sportive_Lemur,Lepilemur_sahamalazensis,Lepilemur_sahamalazensis,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Masoala_Sportive_Lemur,Lepilemur_scottorum,Lepilemur_scottorum,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Seal_s_Sportive_Lemur,Lepilemur_seali,Lepilemur_seali,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Sahafary_Sportive_Lemur,Lepilemur_septentrionalis,Lepilemur_septentrionalis,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Nosy_Be_Sportive_Lemur,Lepilemur_tymerlachsoni,Lepilemur_tymerlachsoni,1,0,0,0,0,0,0,227,NA
Lepilemuridae,Lepilemur,Wright_s_Sportive_Lemur,Lepilemur_wrightae,Lepilemur_wrightae,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Lophocebus,Gray_cheeked_Mangabey,Lophocebus_albigena,Lophocebus_albigena,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,Lophocebus_aterrimus,Lophocebus_aterrimus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Lophocebus,Johnston_s_Mangabey,Lophocebus_johnstoni,NA,1,0,0,0,0,0,0,895,NA
Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,Lophocebus_opdenboschi,NA,1,0,0,0,1,0,0,895,NA
Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,Lophocebus_osmani,NA,1,0,0,0,0,0,0,895,NA
Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,Lophocebus_ugandae,NA,1,0,0,0,0,0,0,895,NA
Lorisidae,Loris,Gray_Slender_Loris,Loris_lydekkerianus,Loris_lydekkerianus,1,0,0,0,0,0,0,227,NA
Lorisidae,Loris,Red_Slender_Loris,Loris_tardigradus,Loris_tardigradus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Stump_tailed_Macaque,Macaca_arctoides,Macaca_arctoides,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Assamese_Macaque,Macaca_assamensis,Macaca_assamensis,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Taiwanese_Macaque,Macaca_cyclopis,Macaca_cyclopis,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Long_tailed_Macaque,Macaca_fascicularis,Macaca_fascicularis,1,0,0,0,1,0,0,227,NA
Cercopithecidae,Macaca,Japanese_Macaque,Macaca_fuscata,Macaca_fuscata,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Heck_s_Macaque,Macaca_hecki,Macaca_hecki,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,Macaca_leonina,Macaca_leonina,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,White_cheeked_Macaque,Macaca_leucogenys,Macaca_leucogenys,0,0,0,0,0,0,0,NA,NA
Cercopithecidae,Macaca,Moor_Macaque,Macaca_maura,Macaca_maura,1,0,0,1,0,0,0,227,NA
Cercopithecidae,Macaca,Rhesus_Macaque,Macaca_mulatta,Macaca_mulatta,1,1,1,0,0,0,0,227,NA
Cercopithecidae,Macaca,Arunachal_Macaque,Macaca_munzala,Macaca_munzala,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,Macaca_nemestrina,Macaca_nemestrina,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Crested_Macaque,Macaca_nigra,Macaca_nigra,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Gorontalo_Macaque,Macaca_nigrescens,Macaca_nigrescens,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Booted_Macaque,Macaca_ochreata,Macaca_ochreata,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Pagai_Macaque,Macaca_pagensis,Macaca_pagensis,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Bonnet_Macaque,Macaca_radiata,Macaca_radiata,1,1,1,0,0,0,0,227,NA
Cercopithecidae,Macaca,Siberut_Macaque,Macaca_siberu,Macaca_siberu,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Lion_tailed_Macaque,Macaca_silenus,Macaca_silenus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Toque_Macaque,Macaca_sinica,Macaca_sinica,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Barbary_Macaque,Macaca_sylvanus,Macaca_sylvanus,1,0,1,0,0,1,0,227,NA
Cercopithecidae,Macaca,Tibetan_Macaque,Macaca_thibetana,Macaca_thibetana,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Macaca,Tonkean_Macaque,Macaca_tonkeana,Macaca_tonkeana,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Mandrillus,Drill,Mandrillus_leucophaeus,Mandrillus_leucophaeus,1,1,0,0,0,1,0,227,NA
Cercopithecidae,Mandrillus,Mandrill,Mandrillus_sphinx,Mandrillus_sphinx,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Rio_Acarí_Marmoset,Mico_acariensis,Mico_acariensis,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Silvery_Marmoset,Mico_argentatus,Mico_argentatus,1,1,0,0,0,0,0,227,NA
Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,Mico_chrysoleucos,Mico_chrysoleucos,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Snethlage_s_Marmoset,Mico_emiliae,Mico_emiliae,1,1,0,0,0,0,0,227,NA
Callitrichidae,Mico,Santarém_Marmoset,Mico_humeralifer,Mico_humeralifer,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Black_crowned_Dwarf_Marmoset,NA,Mico_humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callitrichidae,Mico,Rio_Aripuanã_Marmoset,Mico_intermedius,Mico_intermedius,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,Mico_leucippe,Mico_leucippe,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Marca_s_Marmoset,Mico_marcai,Mico_marcai,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Maués_Marmoset,Mico_mauesi,Mico_mauesi,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Black_tailed_Marmoset,Mico_melanurus,Mico_melanurus,1,1,0,0,0,0,0,227,NA
Callitrichidae,Mico,Black_headed_Marmoset,Mico_nigriceps,Mico_nigriceps,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Rondon_s_Marmoset,Mico_rondoni,Mico_rondoni,1,0,0,0,0,0,0,227,NA
Callitrichidae,Mico,Sateré_Marmoset,Mico_saterei,Mico_saterei,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,Microcebus_arnholdi,Microcebus_arnholdi,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,Microcebus_berthae,Microcebus_berthae,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,Microcebus_bongolavensis,Microcebus_bongolavensis,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,NA,Microcebus_boraha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,Microcebus_danfossi,Microcebus_danfossi,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,NA,Microcebus_ganzhorni,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,Microcebus_gerpi,Microcebus_gerpi,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,Microcebus_griseorufus,Microcebus_griseorufus,1,0,1,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,Microcebus_jollyae,Microcebus_jollyae,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,Microcebus_lehilahytsara,Microcebus_lehilahytsara,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,Microcebus_macarthurii,Microcebus_macarthurii,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,Microcebus_mamiratra,Microcebus_mamiratra,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,NA,Microcebus_manitatra,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,Microcebus_margotmarshae,Microcebus_margotmarshae,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,Microcebus_marohita,Microcebus_marohita,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,Microcebus_mittermeieri,Microcebus_mittermeieri,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,Microcebus_murinus,Microcebus_murinus,1,0,1,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,Microcebus_myoxinus,Microcebus_myoxinus,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,Microcebus_ravelobensis,Microcebus_ravelobensis,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,Microcebus_rufus,Microcebus_rufus,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,Microcebus_sambiranensis,Microcebus_sambiranensis,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,Microcebus_simmonsi,Microcebus_simmonsi,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,Microcebus_tanosi,Microcebus_tanosi,0,0,0,0,0,0,0,NA,NA
Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,Microcebus_tavaratra,Microcebus_tavaratra,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,Miopithecus_ogouensis,Miopithecus_ogouensis,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,Miopithecus_talapoin,Miopithecus_talapoin,1,0,0,0,1,0,0,227,NA
Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,Mirza_coquereli,Mirza_coquereli,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,Mirza_zaza,Mirza_zaza,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Nasalis,Proboscis_Monkey,Nasalis_larvatus,Nasalis_larvatus,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,Nomascus_annamensis,Nomascus_annamensis,1,0,0,0,0,0,0,1082,NA
Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,Nomascus_concolor,Nomascus_concolor,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,Nomascus_gabriellae,Nomascus_gabriellae,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Hainan_Crested_Gibbon,Nomascus_hainanus,Nomascus_hainanus,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,Nomascus_leucogenys,Nomascus_leucogenys,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,Nomascus_nasutus,Nomascus_nasutus,1,0,0,0,0,0,0,227,NA
Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,Nomascus_siki,Nomascus_siki,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Bangka_Slow_Loris,Nycticebus_bancanus,Nycticebus_bancanus,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Bengal_Slow_Loris,Nycticebus_bengalensis,Nycticebus_bengalensis,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Bornean_Slow_Loris,Nycticebus_borneanus,Nycticebus_borneanus,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Sunda_Slow_Loris,Nycticebus_coucang,Nycticebus_coucang,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Javan_Slow_Loris,Nycticebus_javanicus,Nycticebus_javanicus,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Kayan_River_Slow_Loris,Nycticebus_kayan,Nycticebus_kayan,0,0,0,0,0,0,0,NA,NA
Lorisidae,Nycticebus,Philippine_Slow_Loris,Nycticebus_menagensis,Nycticebus_menagensis,1,0,0,0,0,0,0,227,NA
Lorisidae,Nycticebus,Pygmy_Slow_Loris,Nycticebus_pygmaeus,Nycticebus_pygmaeus,1,0,0,0,0,0,0,227,NA
Galagidae,Otolemur,Thick_tailed_Greater_Galago,Otolemur_crassicaudatus,Otolemur_crassicaudatus,1,1,1,0,0,0,0,227,NA
Galagidae,Otolemur,Garnett_s_Greater_Galago,Otolemur_garnettii,Otolemur_garnettii,1,0,0,0,0,0,0,227,NA
Hominidae,Pan,Bonobo,Pan_paniscus,Pan_paniscus,1,0,0,0,0,0,0,227,NA
Hominidae,Pan,Chimpanzee,Pan_troglodytes,Pan_troglodytes,1,1,0,0,0,0,0,227,NA
Cercopithecidae,Papio,Olive_Baboon,Papio_anubis,Papio_anubis,1,1,1,1,0,0,0,227,NA
Cercopithecidae,Papio,Yellow_Baboon,Papio_cynocephalus,Papio_cynocephalus,1,1,0,0,0,0,0,227,NA
Cercopithecidae,Papio,Hamadryas_Baboon,Papio_hamadryas,Papio_hamadryas,0,0,1,1,0,1,0,227,NA
Cercopithecidae,Papio,Kinda_Baboon,Papio_kindae,Papio_kindae,1,1,1,0,0,0,0,247,
Cercopithecidae,Papio,Guinea_Baboon,Papio_papio,Papio_papio,1,1,0,1,0,0,0,227,NA
Cercopithecidae,Papio,Chacma_Baboon,Papio_ursinus,Papio_ursinus,1,1,1,1,0,1,1,227,NA
Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,NA,Paragalago_cocos,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Mozambique_Dwarf_Galago,NA,Paragalago _granti,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Mountain_Dwarf_Galago,NA,Paragalago_orinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Rondo_Dwarf_Galago,NA,Paragalago_rondoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,NA,Paragalago_zanzibaricus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorisidae,Perodicticus,Milne_Edwards_s_Potto,Perodicticus_edwardsi,Perodicticus_edwardsi,1,0,0,0,1,0,0,879,NA
Lorisidae,Perodicticus,East_African_Potto,Perodicticus_ibeanus,Perodicticus_ibeanus,1,0,0,0,1,0,0,882,NA
Lorisidae,Perodicticus,West_African_Potto,Perodicticus_potto,Perodicticus_potto,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,Phaner_electromontis,Phaner_electromontis,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,Phaner_pallescens,Phaner_pallescens,1,0,0,0,0,0,0,227,NA
Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,Phaner_parienti,Phaner_parienti,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,Piliocolobus_badius,Piliocolobus_badius,1,0,0,0,0,0,0,962,NA
Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,Piliocolobus_bouvieri,Piliocolobus_bouvieri,1,0,0,0,1,0,0,1104,NA
Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,Piliocolobus_epieni,Piliocolobus_epieni,1,0,0,0,0,0,0,1105,NA
Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,Piliocolobus_foai,Piliocolobus_foai,1,0,0,0,0,0,0,435,NA
Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,Piliocolobus_gordonorum,Piliocolobus_gordonorum,1,0,0,0,1,0,0,1106,1107
Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,Piliocolobus_kirkii,Piliocolobus_kirkii,1,0,1,0,1,0,0,250,262
Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,Piliocolobus_langi,Piliocolobus_langi,1,0,0,0,0,0,0,1108,NA
Cercopithecidae,Piliocolobus,NA,NA,Piliocolobus_lulindicus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,Piliocolobus_oustaleti,Piliocolobus_oustaleti,1,1,0,0,1,0,0,1109,896
Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,Piliocolobus_parmentieri,Piliocolobus_parmentieri,1,0,0,0,0,0,0,1110,NA
Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,Piliocolobus_pennantii,Piliocolobus_pennantii,1,0,0,0,0,0,0,1111,NA
Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,Piliocolobus_preussi,Piliocolobus_preussi,1,0,0,0,0,0,0,362,NA
Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,Piliocolobus_rufomitratus,Piliocolobus_rufomitratus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,Piliocolobus_semlikiensis,Piliocolobus_semlikiensis,1,0,0,0,0,0,0,1110,NA
Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,Piliocolobus_temminckii,NA,1,1,1,0,1,0,0,248,249
Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,Piliocolobus_tephrosceles,Piliocolobus_tephrosceles,1,0,0,0,0,0,0,904,NA
Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,Piliocolobus_tholloni,Piliocolobus_tholloni,1,0,0,0,1,0,0,908,NA
Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,Piliocolobus_waldronae,Piliocolobus_waldronae,1,0,0,0,0,0,0,1112,NA
Pitheciidae,Pithecia,Equatorial_Saki,Pithecia_aequatorialis,Pithecia_aequatorialis,1,0,0,0,0,0,0,227,NA
Pitheciidae,Pithecia,Buffy_Saki,Pithecia_albicans,Pithecia_albicans,1,0,0,0,0,0,0,227,NA
Pitheciidae,Pithecia,Cazuza_s_Saki,Pithecia_cazuzai,Pithecia_cazuzai,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Golden_faced_Saki,Pithecia_chrysocephala,Pithecia_chrysocephala,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Hairy_Saki,Pithecia_hirsuta,Pithecia_hirsuta,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Burnished_Saki,Pithecia_inusta,Pithecia_inusta,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,Pithecia_irrorata,Pithecia_irrorata,1,0,0,0,1,0,0,1113,NA
Pitheciidae,Pithecia,Isabel_s_Saki,Pithecia_isabela,Pithecia_isabela,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Miller_s_Saki,Pithecia_milleri,Pithecia_milleri,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Mittermeier_s_Tapajós_Saki,Pithecia_mittermeieri,Pithecia_mittermeieri,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Monk_Saki,Pithecia_monachus,Pithecia_monachus,1,0,0,0,1,0,0,916,NA
Pitheciidae,Pithecia,Napo_Saki,Pithecia_napensis,Pithecia_napensis,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,Pithecia_pissinattii,Pithecia_pissinattii,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,White_faced_saki,Pithecia_pithecia,Pithecia_pithecia,1,0,0,0,1,0,0,919,112
Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,Pithecia_rylandsi,Pithecia_rylandsi,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Pithecia,Vanzolini’s_Bald_faced_Saki,Pithecia_vanzolinii,Pithecia_vanzolinii,0,0,0,0,0,0,0,NA,NA
