Family,Genus,CommonName,Species,Species (ITIS),DielActivity,Refs
Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,Lophocebus_aterrimus,Lophocebus_aterrimus,D,246
Cercopithecidae,Lophocebus,Johnston_s_Mangabey,Lophocebus_johnstoni,NA,D,895
Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,Lophocebus_opdenboschi,NA,D,531
Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,Lophocebus_osmani,NA,D,895
Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,Lophocebus_ugandae,NA,D,895
Lorisidae,Loris,Gray_Slender_Loris,Loris_lydekkerianus,Loris_lydekkerianus,N,745
Lorisidae,Loris,Red_Slender_Loris,Loris_tardigradus,Loris_tardigradus,N,749
Cercopithecidae,Macaca,Stump_tailed_Macaque,Macaca_arctoides,Macaca_arctoides,D,1160
Cercopithecidae,Macaca,Assamese_Macaque,Macaca_assamensis,Macaca_assamensis,D,752
Cercopithecidae,Macaca,Taiwanese_Macaque,Macaca_cyclopis,Macaca_cyclopis,D,1160
Cercopithecidae,Macaca,Long_tailed_Macaque,Macaca_fascicularis,Macaca_fascicularis,D,756
Cercopithecidae,Macaca,Japanese_Macaque,Macaca_fuscata,Macaca_fuscata,D,760
Cercopithecidae,Macaca,Heck_s_Macaque,Macaca_hecki,Macaca_hecki,D,763
Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,Macaca_leonina,Macaca_leonina,D,764
Cercopithecidae,Macaca,White_cheeked_Macaque,Macaca_leucogenys,Macaca_leucogenys,D,NA
Cercopithecidae,Macaca,Moor_Macaque,Macaca_maura,Macaca_maura,D,765
Cercopithecidae,Macaca,Rhesus_Macaque,Macaca_mulatta,Macaca_mulatta,D,768
Cercopithecidae,Macaca,Arunachal_Macaque,Macaca_munzala,Macaca_munzala,D,771
Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,Macaca_nemestrina,Macaca_nemestrina,D,772
Cercopithecidae,Macaca,Crested_Macaque,Macaca_nigra,Macaca_nigra,D,774
Cercopithecidae,Macaca,Gorontalo_Macaque,Macaca_nigrescens,Macaca_nigrescens,D,775
Cercopithecidae,Macaca,Booted_Macaque,Macaca_ochreata,Macaca_ochreata,D,776
Cercopithecidae,Macaca,Pagai_Macaque,Macaca_pagensis,Macaca_pagensis,D,778
Cercopithecidae,Macaca,Bonnet_Macaque,Macaca_radiata,Macaca_radiata,D,302
Cercopithecidae,Macaca,Siberut_Macaque,Macaca_siberu,Macaca_siberu,D,778
Cercopithecidae,Macaca,Lion_tailed_Macaque,Macaca_silenus,Macaca_silenus,D,783
Cercopithecidae,Macaca,Toque_Macaque,Macaca_sinica,Macaca_sinica,D,786
Cercopithecidae,Macaca,Barbary_Macaque,Macaca_sylvanus,Macaca_sylvanus,D,788
Cercopithecidae,Macaca,Tibetan_Macaque,Macaca_thibetana,Macaca_thibetana,D,792
Cercopithecidae,Macaca,Tonkean_Macaque,Macaca_tonkeana,Macaca_tonkeana,D,763
Cercopithecidae,Mandrillus,Drill,Mandrillus_leucophaeus,Mandrillus_leucophaeus,D,796
Cercopithecidae,Mandrillus,Mandrill,Mandrillus_sphinx,Mandrillus_sphinx,D,797
Callitrichidae,Mico,Rio_Acarí_Marmoset,Mico_acariensis,Mico_acariensis,D,808
Callitrichidae,Mico,Silvery_Marmoset,Mico_argentatus,Mico_argentatus,D,801
Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,Mico_chrysoleucos,Mico_chrysoleucos,D,803
Callitrichidae,Mico,Snethlage_s_Marmoset,Mico_emiliae,Mico_emiliae,D,472
Callitrichidae,Mico,Santarém_Marmoset,Mico_humeralifer,Mico_humeralifer,D,485
Callitrichidae,Mico,Black_crowned_Dwarf_Marmoset,NA,Mico_humilis,NA,NA
Callitrichidae,Mico,Rio_Aripuanã_Marmoset,Mico_intermedius,Mico_intermedius,D,89
Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,Mico_leucippe,Mico_leucippe,D,807
Callitrichidae,Mico,Marca_s_Marmoset,Mico_marcai,Mico_marcai,D,472
Callitrichidae,Mico,Maués_Marmoset,Mico_mauesi,Mico_mauesi,D,472
Callitrichidae,Mico,Black_tailed_Marmoset,Mico_melanurus,Mico_melanurus,D,485
Callitrichidae,Mico,Black_headed_Marmoset,Mico_nigriceps,Mico_nigriceps,D,811
Callitrichidae,Mico,Rondon_s_Marmoset,Mico_rondoni,Mico_rondoni,D,808
Callitrichidae,Mico,Sateré_Marmoset,Mico_saterei,Mico_saterei,D,813
Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,Microcebus_arnholdi,Microcebus_arnholdi,N,1162
Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,Microcebus_berthae,Microcebus_berthae,N,279
Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,Microcebus_bongolavensis,Microcebus_bongolavensis,N,731
Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,NA,Microcebus_boraha,NA,NA
Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,Microcebus_danfossi,Microcebus_danfossi,N,731
Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,NA,Microcebus_ganzhorni,NA,NA
Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,Microcebus_gerpi,Microcebus_gerpi,N,219
Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,Microcebus_griseorufus,Microcebus_griseorufus,N,354
Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,Microcebus_jollyae,Microcebus_jollyae,N,816
Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,Microcebus_lehilahytsara,Microcebus_lehilahytsara,N,817
Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,Microcebus_macarthurii,Microcebus_macarthurii,N,272
Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,Microcebus_mamiratra,Microcebus_mamiratra,N,818
Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,NA,Microcebus_manitatra,NA,NA
Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,Microcebus_margotmarshae,Microcebus_margotmarshae,N,266
Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,Microcebus_marohita,Microcebus_marohita,N,819
Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,Microcebus_mittermeieri,Microcebus_mittermeieri,N,816
Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,Microcebus_murinus,Microcebus_murinus,N,820
Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,Microcebus_myoxinus,Microcebus_myoxinus,N,822
Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,Microcebus_ravelobensis,Microcebus_ravelobensis,N,823
Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,Microcebus_rufus,Microcebus_rufus,N,820
Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,Microcebus_sambiranensis,Microcebus_sambiranensis,N,221
Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,Microcebus_simmonsi,Microcebus_simmonsi,N,816
Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,Microcebus_tanosi,Microcebus_tanosi,N,220
Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,Microcebus_tavaratra,Microcebus_tavaratra,N,221
Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,Miopithecus_ogouensis,Miopithecus_ogouensis,D,829
Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,Miopithecus_talapoin,Miopithecus_talapoin,D,831
Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,Mirza_coquereli,Mirza_coquereli,N,833
Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,Mirza_zaza,Mirza_zaza,N,817
Cercopithecidae,Nasalis,Proboscis_Monkey,Nasalis_larvatus,Nasalis_larvatus,D,835
Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,Nomascus_annamensis,Nomascus_annamensis,D,1082
Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,Nomascus_concolor,Nomascus_concolor,D,838
Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,Nomascus_gabriellae,Nomascus_gabriellae,D,840
Hylobatidae,Nomascus,Hainan_Crested_Gibbon,Nomascus_hainanus,Nomascus_hainanus,D,1082
Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,Nomascus_leucogenys,Nomascus_leucogenys,D,842
Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,Nomascus_nasutus,Nomascus_nasutus,D,1082
Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,Nomascus_siki,Nomascus_siki,D,842
Lorisidae,Nycticebus,Bangka_Slow_Loris,Nycticebus_bancanus,Nycticebus_bancanus,N,1164
Lorisidae,Nycticebus,Bengal_Slow_Loris,Nycticebus_bengalensis,Nycticebus_bengalensis,N,845
Lorisidae,Nycticebus,Bornean_Slow_Loris,Nycticebus_borneanus,Nycticebus_borneanus,N,1164
Lorisidae,Nycticebus,Sunda_Slow_Loris,Nycticebus_coucang,Nycticebus_coucang,N,848
Lorisidae,Nycticebus,Javan_Slow_Loris,Nycticebus_javanicus,Nycticebus_javanicus,N,848
Lorisidae,Nycticebus,Kayan_River_Slow_Loris,Nycticebus_kayan,Nycticebus_kayan,N,1164
Lorisidae,Nycticebus,Philippine_Slow_Loris,Nycticebus_menagensis,Nycticebus_menagensis,N,848
Lorisidae,Nycticebus,Pygmy_Slow_Loris,Nycticebus_pygmaeus,Nycticebus_pygmaeus,N,850
Galagidae,Otolemur,Thick_tailed_Greater_Galago,Otolemur_crassicaudatus,Otolemur_crassicaudatus,N,851
Galagidae,Otolemur,Garnett_s_Greater_Galago,Otolemur_garnettii,Otolemur_garnettii,N,653
Hominidae,Pan,Bonobo,Pan_paniscus,Pan_paniscus,D,1179
Hominidae,Pan,Chimpanzee,Pan_troglodytes,Pan_troglodytes,D,855
Cercopithecidae,Papio,Olive_Baboon,Papio_anubis,Papio_anubis,D,860
Cercopithecidae,Papio,Yellow_Baboon,Papio_cynocephalus,Papio_cynocephalus,D,866
Cercopithecidae,Papio,Hamadryas_Baboon,Papio_hamadryas,Papio_hamadryas,D,868
Cercopithecidae,Papio,Kinda_Baboon,Papio_kindae,Papio_kindae,D,871
Cercopithecidae,Papio,Guinea_Baboon,Papio_papio,Papio_papio,D,873
Cercopithecidae,Papio,Chacma_Baboon,Papio_ursinus,Papio_ursinus,D,875
Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,NA,Paragalago_cocos,NA,NA
Galagidae,Paragalago,Mozambique_Dwarf_Galago,NA,Paragalago _granti,NA,NA
Galagidae,Paragalago,Mountain_Dwarf_Galago,NA,Paragalago_orinus,NA,NA
Galagidae,Paragalago,Rondo_Dwarf_Galago,NA,Paragalago_rondoensis,NA,NA
Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,NA,Paragalago_zanzibaricus,NA,NA
Lorisidae,Perodicticus,Milne_Edwards_s_Potto,Perodicticus_edwardsi,Perodicticus_edwardsi,N,879
Lorisidae,Perodicticus,East_African_Potto,Perodicticus_ibeanus,Perodicticus_ibeanus,N,882
Lorisidae,Perodicticus,West_African_Potto,Perodicticus_potto,Perodicticus_potto,N,879
Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,Phaner_electromontis,Phaner_electromontis,N,1157
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,N,439
Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,Phaner_pallescens,Phaner_pallescens,N,883
Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,Phaner_parienti,Phaner_parienti,N,1157
Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,Piliocolobus_badius,Piliocolobus_badius,D,611
Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,Piliocolobus_bouvieri,Piliocolobus_bouvieri,D,887
Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,Piliocolobus_epieni,Piliocolobus_epieni,D,887
Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,Piliocolobus_foai,Piliocolobus_foai,D,890
Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,Piliocolobus_gordonorum,Piliocolobus_gordonorum,D,891
Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,Piliocolobus_kirkii,Piliocolobus_kirkii,D,893
Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,Piliocolobus_langi,Piliocolobus_langi,D,890
Cercopithecidae,Piliocolobus,NA,NA,Piliocolobus_lulindicus,NA,NA
Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,Piliocolobus_oustaleti,Piliocolobus_oustaleti,D,896
Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,Piliocolobus_parmentieri,Piliocolobus_parmentieri,D,897
Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,Piliocolobus_pennantii,Piliocolobus_pennantii,D,897
Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,Piliocolobus_preussi,Piliocolobus_preussi,D,898
Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,Piliocolobus_rufomitratus,Piliocolobus_rufomitratus,D,900
Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,Piliocolobus_semlikiensis,Piliocolobus_semlikiensis,D,902
Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,Piliocolobus_temminckii,NA,D,248
Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,Piliocolobus_tephrosceles,Piliocolobus_tephrosceles,D,904
Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,Piliocolobus_tholloni,Piliocolobus_tholloni,D,908
Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,Piliocolobus_waldronae,Piliocolobus_waldronae,D,910
Pitheciidae,Pithecia,Equatorial_Saki,Pithecia_aequatorialis,Pithecia_aequatorialis,D,911
Pitheciidae,Pithecia,Buffy_Saki,Pithecia_albicans,Pithecia_albicans,D,912
Pitheciidae,Pithecia,Cazuza_s_Saki,Pithecia_cazuzai,Pithecia_cazuzai,D,461
Pitheciidae,Pithecia,Golden_faced_Saki,Pithecia_chrysocephala,Pithecia_chrysocephala,D,461
Pitheciidae,Pithecia,Hairy_Saki,Pithecia_hirsuta,Pithecia_hirsuta,D,461
Pitheciidae,Pithecia,Burnished_Saki,Pithecia_inusta,Pithecia_inusta,D,461
Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,Pithecia_irrorata,Pithecia_irrorata,D,914
Pitheciidae,Pithecia,Isabel_s_Saki,Pithecia_isabela,Pithecia_isabela,D,461
Pitheciidae,Pithecia,Miller_s_Saki,Pithecia_milleri,Pithecia_milleri,D,410
Pitheciidae,Pithecia,Mittermeier_s_Tapajós_Saki,Pithecia_mittermeieri,Pithecia_mittermeieri,D,461
Pitheciidae,Pithecia,Monk_Saki,Pithecia_monachus,Pithecia_monachus,D,461
Pitheciidae,Pithecia,Napo_Saki,Pithecia_napensis,Pithecia_napensis,D,916
Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,Pithecia_pissinattii,Pithecia_pissinattii,D,461
Pitheciidae,Pithecia,White_faced_saki,Pithecia_pithecia,Pithecia_pithecia,D,918
Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,Pithecia_rylandsi,Pithecia_rylandsi,D,461
Pitheciidae,Pithecia,Vanzolini’s_Bald_faced_Saki,Pithecia_vanzolinii,Pithecia_vanzolinii,D,461
Pitheciidae,Plecturocebus,Madidi_Titi,Plecturocebus_aureipalatii,Plecturocebus_aureipalatii,D,921
Pitheciidae,Plecturocebus,Lake_Baptista_Titi,Plecturocebus_baptista,Plecturocebus_baptista,D,461
Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,Plecturocebus_bernhardi,Plecturocebus_bernhardi,D,461
Pitheciidae,Plecturocebus,Brown_Titi,Plecturocebus_brunneus,Plecturocebus_brunneus,D,461
Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,Plecturocebus_caligatus,Plecturocebus_caligatus,D,461
Pitheciidae,Plecturocebus,Caquetá_Titi,Plecturocebus_caquetensis,Plecturocebus_caquetensis,D,925
Pitheciidae,Plecturocebus,Ashy_Titi,Plecturocebus_cinerascens,Plecturocebus_cinerascens,D,461
Pitheciidae,Plecturocebus,Coppery_Titi,Plecturocebus_cupreus,Plecturocebus_cupreus,D,926
Pitheciidae,Plecturocebus,Red_crowned_Titi,Plecturocebus_discolor,Plecturocebus_discolor,D,929
Pitheciidae,Plecturocebus,White_eared_Titi,Plecturocebus_donacophilus,Plecturocebus_donacophilus,D,251
Pitheciidae,Plecturocebus,Hoffmann_s_Titi,Plecturocebus_hoffmannsi,Plecturocebus_hoffmannsi,D,461
Pitheciidae,Plecturocebus,Milton´s_titi_monkey,Plecturocebus_miltoni,Plecturocebus_miltoni,D,461
Pitheciidae,Plecturocebus,Rio_Beni_Titi,Plecturocebus_modestus,Plecturocebus_modestus,D,251
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,D,461
Pitheciidae,Plecturocebus,San_Martín_Titi,Plecturocebus_oenanthe,Plecturocebus_oenanthe,D,931
Pitheciidae,Plecturocebus,Olalla_s_Titi,Plecturocebus_olallae,Plecturocebus_olallae,D,251
Pitheciidae,Plecturocebus,Ornate_Titi,Plecturocebus_ornatus,Plecturocebus_ornatus,D,933
Pitheciidae,Plecturocebus,Pale_Titi,Plecturocebus_pallescens,Plecturocebus_pallescens,D,935
Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,Plecturocebus_stephennashi,Plecturocebus_stephennashi,D,1139
Pitheciidae,Plecturocebus,Toppin’s_Titi,Plecturocebus_toppini,Plecturocebus_toppini,D,NA
Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,Plecturocebus_urubambensis,Plecturocebus_urubambensis,D,461
Pitheciidae,Plecturocebus,Vieira_s_Titi,Plecturocebus_vieirai,Plecturocebus_vieirai,D,1167
Hominidae,Pongo,Sumatran_Orangutan,Pongo_abelii,Pongo_abelii,D,937
Hominidae,Pongo,Bornean_Orangutan,Pongo_pygmaeus,Pongo_pygmaeus,D,938
Hominidae,Pongo,Tapanuli_Orangutan,NA,Pongo_tapanuliensis,NA,NA
Cercopithecidae,Presbytis,Black_and_white_Langur,Presbytis_bicolor,Presbytis_bicolor,D,1087
Cercopithecidae,Presbytis,Miller_s_Langur,Presbytis_canicrus,Presbytis_canicrus,D,939
Cercopithecidae,Presbytis,Cross_marked_Langur,Presbytis_chrysomelas,Presbytis_chrysomelas,D,941
Cercopithecidae,Presbytis,Javan_Langur,Presbytis_comata,Presbytis_comata,D,944
Cercopithecidae,Presbytis,Banded_Langur,Presbytis_femoralis,Presbytis_femoralis,D,946
Cercopithecidae,Presbytis,White_fronted_Langur,Presbytis_frontata,Presbytis_frontata,D,947
Cercopithecidae,Presbytis,Hose_s_Langur,Presbytis_hosei,Presbytis_hosei,D,948
Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,Presbytis_melalophos,Presbytis_melalophos,D,1087
Cercopithecidae,Presbytis,Mitered_Langur,Presbytis_mitrata,Presbytis_mitrata,D,1087
Cercopithecidae,Presbytis,Natuna_Islands_Langur,Presbytis_natunae,Presbytis_natunae,D,951
Cercopithecidae,Presbytis,Mentawai_Langur,Presbytis_potenziani,Presbytis_potenziani,D,1087
Cercopithecidae,Presbytis,Maroon_Langur,Presbytis_rubicunda,Presbytis_rubicunda,D,952
Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,Presbytis_sabana,Presbytis_sabana,D,956
Cercopithecidae,Presbytis,Pale_thighed_Langur,Presbytis_siamensis,Presbytis_siamensis,D,957
Cercopithecidae,Presbytis,Siberut_Langur,Presbytis_siberu,Presbytis_siberu,D,958
Cercopithecidae,Presbytis,Black_Sumatran_Langur,Presbytis_sumatrana,Presbytis_sumatrana,D,1087
Cercopithecidae,Presbytis,Thomas_s_Langur,Presbytis_thomasi,Presbytis_thomasi,D,959
Cercopithecidae,Procolobus,Olive_Colobus,Procolobus_verus,Procolobus_verus,D,962
Lemuridae,Prolemur,Greater_Bamboo_Lemur,Prolemur_simus,Prolemur_simus,CA,667
Indriidae,Propithecus,Silky_Sifaka,Propithecus_candidus,Propithecus_candidus,D,965
Indriidae,Propithecus,Coquerel_s_Sifaka,Propithecus_coquereli,Propithecus_coquereli,D,968
Indriidae,Propithecus,Crowned_Sifaka,Propithecus_coronatus,Propithecus_coronatus,D,694
Indriidae,Propithecus,Decken_s_Sifaka,Propithecus_deckenii,Propithecus_deckenii,D,571
Indriidae,Propithecus,Diademed_Sifaka,Propithecus_diadema,Propithecus_diadema,D,971
Indriidae,Propithecus,Milne_Edwards_s_Sifaka,Propithecus_edwardsi,Propithecus_edwardsi,D,1169
Indriidae,Propithecus,Perrier_s_Sifaka,Propithecus_perrieri,Propithecus_perrieri,D,975
Indriidae,Propithecus,Tattersall_s_Sifaka,Propithecus_tattersalli,Propithecus_tattersalli,D,977
Indriidae,Propithecus,Verreaux_s_Sifaka,Propithecus_verreauxi,Propithecus_verreauxi,D,980
Cercopithecidae,Pygathrix,Grey_shanked_Douc,Pygathrix_cinerea,Pygathrix_cinerea,D,983
Cercopithecidae,Pygathrix,Red_shanked_Douc,Pygathrix_nemaeus,Pygathrix_nemaeus,D,1169
Cercopithecidae,Pygathrix,Black_shanked_Douc,Pygathrix_nigripes,Pygathrix_nigripes,D,986
Cercopithecidae,Rhinopithecus,Tonkin_Snub_nosed_Monkey,Rhinopithecus_avunculus,Rhinopithecus_avunculus,D,988
Cercopithecidae,Rhinopithecus,Yunnan_Snub_nosed_Monkey,Rhinopithecus_bieti,Rhinopithecus_bieti,D,990
Cercopithecidae,Rhinopithecus,Guizhou_Snub_nosed_Monkey,Rhinopithecus_brelichi,Rhinopithecus_brelichi,D,1126
Cercopithecidae,Rhinopithecus,Golden_Snub_nosed_Monkey,Rhinopithecus_roxellana,Rhinopithecus_roxellana,D,996
Cercopithecidae,Rhinopithecus,Stryker_s_Snub_nosed_Monkey,Rhinopithecus_strykeri,Rhinopithecus_strykeri,D,1126
Cercopithecidae,Rungwecebus,Kipunji,Rungwecebus_kipunji,Rungwecebus_kipunji,D,1000
Callitrichidae,Saguinus,Pied_Tamarin,Saguinus_bicolor,Saguinus_bicolor,D,1003
Callitrichidae,Saguinus,Geoffroy_s_Tamarin,Saguinus_geoffroyi,Saguinus_geoffroyi,D,1006
Callitrichidae,Saguinus,Emperor_Tamarin,Saguinus_imperator,Saguinus_imperator,D,1005
Callitrichidae,Saguinus,Mottled_face_Tamarin,Saguinus_inustus,Saguinus_inustus,D,1008
Callitrichidae,Saguinus,Red_bellied_Tamarin,Saguinus_labiatus,Saguinus_labiatus,D,1009
Callitrichidae,Saguinus,White_footed_Tamarin,Saguinus_leucopus,Saguinus_leucopus,D,158
Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,Saguinus_martinsi,Saguinus_martinsi,D,472
Callitrichidae,Saguinus,Midas_Tamarin,Saguinus_midas,Saguinus_midas,D,1003
Callitrichidae,Saguinus,Mustached_Tamarin,Saguinus_mystax,Saguinus_mystax,D,472
Callitrichidae,Saguinus,Western_Black_handed_Tamarin,Saguinus_niger,Saguinus_niger,D,472
Callitrichidae,Saguinus,Cotton_top_Tamarin,Saguinus_oedipus,Saguinus_oedipus,D,1017
Callitrichidae,Saguinus,Eastern_Black_handed_Tamarin,Saguinus_ursulus,Saguinus_ursulus,D,1005
Cebidae,Saimiri,Black_capped_Squirrel_Monkey,Saimiri_boliviensis,Saimiri_boliviensis,D,1019
Cebidae,Saimiri,Humboldt_s_Squirrel_Monkey,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis,D,1021
Cebidae,Saimiri,Collins'_Squirrel_Monkey,NA,Saimiri_collinsi,NA,NA
Cebidae,Saimiri,Ecuadorian_Squirrel_Monkey,Saimiri_macrodon,Saimiri_macrodon,D,1021
Cebidae,Saimiri,Central_American_Squirrel_Monkey,Saimiri_oerstedii,Saimiri_oerstedii,D,1022
Cebidae,Saimiri,Guianan_Squirrel_Monkey,Saimiri_sciureus,Saimiri_sciureus,D,919
Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,Saimiri_ustus,Saimiri_ustus,D,1026
Cebidae,Saimiri,Black_headed_Squirrel_Monkey,Saimiri_vanzolinii,Saimiri_vanzolinii,D,1028
Cebidae,Sapajus,Guianan_Brown_Capuchin,Sapajus_apella,Sapajus_apella,D,1029
Cebidae,Sapajus,Hooded_Capuchin,Sapajus_cay,Sapajus_cay,D,1032
Cebidae,Sapajus,Blond_Capuchin,Sapajus_flavius,Sapajus_flavius,D,1033
Cebidae,Sapajus,Bearded_Capuchin,Sapajus_libidinosus,Sapajus_libidinosus,D,1022
Cebidae,Sapajus,Large_headed_Capuchin,Sapajus_macrocephalus,Sapajus_macrocephalus,D,150
Cebidae,Sapajus,Black_horned_Capuchin,Sapajus_nigritus,Sapajus_nigritus,D,150
Cebidae,Sapajus,Crested_Capuchin,Sapajus_robustus,Sapajus_robustus,D,1040
Cebidae,Sapajus,Yellow_breasted_Capuchin,Sapajus_xanthosternos,Sapajus_xanthosternos,D,1041
Galagidae,Sciurocheirus,Bioko_Squirrel_Galago,Sciurocheirus_alleni,Sciurocheirus_alleni,N,1170
Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,Sciurocheirus_cameronensis,NA,N,879
Galagidae,Sciurocheirus,Gabon_Squirrel_Galago,Sciurocheirus_gabonensis,Sciurocheirus_gabonensis,N,1170
Galagidae,Sciurocheirus,Makandé_squirrel_galago,Sciurocheirus_makandensis,Sciurocheirus_makandensis,D,1170
Cercopithecidae,Semnopithecus,Chamba_Sacred_Langur,Semnopithecus_ajax,Semnopithecus_ajax,D,845
Cercopithecidae,Semnopithecus,Bengal_Sacred_Langur,Semnopithecus_entellus,Semnopithecus_entellus,D,1127
Cercopithecidae,Semnopithecus,Terai_Sacred_Langur,Semnopithecus_hector,Semnopithecus_hector,D,845
Cercopithecidae,Semnopithecus,Malabar_Sacred_Langur,Semnopithecus_hypoleucos,Semnopithecus_hypoleucos,D,845
Cercopithecidae,Semnopithecus,Nilgiri_Langur,Semnopithecus_johnii,Semnopithecus_johnii,D,1045
Cercopithecidae,Semnopithecus,Tufted_Gray_Langur,Semnopithecus_priam,Semnopithecus_priam,D,845
Cercopithecidae,Semnopithecus,Nepal_Sacred_Langur,Semnopithecus_schistaceus,Semnopithecus_schistaceus,D,845
Cercopithecidae,Semnopithecus,Purple_faced_Langur,Semnopithecus_vetulus,Semnopithecus_vetulus,D,1127
Cercopithecidae,Simias,Pig_tailed_Langur,Simias_concolor,Simias_concolor,D,1051
Hylobatidae,Symphalangus,Siamang,Symphalangus_syndactylus,Symphalangus_syndactylus,D,1054
Tarsiidae,Tarsius,Dian_s_Tarsier,Tarsius_dentatus,Tarsius_dentatus,N,1057
Tarsiidae,Tarsius,Makassar_Tarsier,Tarsius_fuscus,Tarsius_fuscus,N,1130
Tarsiidae,Tarsius,Lariang_Tarsier,Tarsius_lariang,Tarsius_lariang,N,1059
Tarsiidae,Tarsius,Peleng_Tarsier,Tarsius_pelengensis,Tarsius_pelengensis,N,1130
Tarsiidae,Tarsius,Sulawesi_Mountain_Tarsier,Tarsius_pumilus,Tarsius_pumilus,N,1060
Tarsiidae,Tarsius,Great_Sangihe_Tarsier,Tarsius_sangirensis,Tarsius_sangirensis,N,1061
